file,status,applied,had_frontmatter,changes,error
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_6_wireless_networking\wpa2_ccmp.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_6_wireless_networking/wpa2_ccmp.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_6_wireless_networking\wpa3.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_6_wireless_networking/wpa3.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_6_wireless_networking\wpa_and_tkip.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_6_wireless_networking/wpa_and_tkip.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_6_wireless_networking\wpa_security.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_6_wireless_networking/wpa_security.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\00_foundation\introduction.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\ethernet_frame_structure.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\hierarchical_design.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\mac_address_table.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\network_availability_and_redundancy.md,changed,no,no,fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_7_network_architecture/01_physical_architecture/network_availability_and_redundancy.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\physical_architecture.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_7_network_architecture/01_physical_architecture/physical_architecture.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\spanning_tree_protocol.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\switch_path_management.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\switch_port_security.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\01_physical_architecture\types_of_switches.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\02_virtual_architecture\sdn_architecture.md,changed,no,no,fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_7_network_architecture/02_virtual_architecture/sdn_architecture.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\chap_7_network_architecture\02_virtual_architecture\virtual_networking.md,changed,no,no,fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/chap_7_network_architecture/02_virtual_architecture/virtual_networking.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\comptia_network_plus_v10\readme.md,changed,no,no,fixed path -> science/it_foundations/curriculum/comptia_network_plus_v10/readme.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\01_introduction_to_computers\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/01_introduction_to_computers/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\01_introduction_to_computers\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/01_introduction_to_computers/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\01_introduction_to_computers\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/01_introduction_to_computers/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\02_introduction_to_secure_networking\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/02_introduction_to_secure_networking/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\02_introduction_to_secure_networking\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/02_introduction_to_secure_networking/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\02_introduction_to_secure_networking\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/02_introduction_to_secure_networking/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\03_essential_aspects_of_software_hardware_and_data_backup\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/03_essential_aspects_of_software_hardware_and_data_backup/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\03_essential_aspects_of_software_hardware_and_data_backup\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/03_essential_aspects_of_software_hardware_and_data_backup/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\03_essential_aspects_of_software_hardware_and_data_backup\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/03_essential_aspects_of_software_hardware_and_data_backup/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\04_cybersecurity_and_privacy\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/04_cybersecurity_and_privacy/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\04_cybersecurity_and_privacy\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/04_cybersecurity_and_privacy/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\04_cybersecurity_and_privacy\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/04_cybersecurity_and_privacy/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\04_cybersecurity_and_privacy\study_guide_cybersecurity_and_privacy.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/04_cybersecurity_and_privacy/study_guide_cybersecurity_and_privacy.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\desktop_vs_cloud.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\intro_sharepoint.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_01_introduction_to_m365_components_and_services/intro_sharepoint.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\m365_ecosystem.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_01_introduction_to_m365_components_and_services/m365_ecosystem.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\m365_ecosystem_carrscroll.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_01_introduction_to_m365_components_and_services/m365_ecosystem_carrscroll.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\m365_intro.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_01_introduction_to_m365_components_and_services/m365_intro.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_01_introduction_to_m365_components_and_services\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_01_introduction_to_m365_components_and_services/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\benefits_of_digital_platforms_for_businesses_and_individuals.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\business_productivity_best_practices.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/business_productivity_best_practices.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\calendar_troubleshooting_tips_tricks.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/calendar_troubleshooting_tips_tricks.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\conducting_meetings_with_teams.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\integrating_ms_office_with_other_office_apps.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/integrating_ms_office_with_other_office_apps.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\integrating_ms_office_with_third_party_apps.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\intro_business_productivity.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\intro_ms_one_note.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\intro_to_digital_platforms.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/intro_to_digital_platforms.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\introduction_calendar_and_events.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\m365_intro_to_app_integration.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/m365_intro_to_app_integration.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_02_integration_and_business_productivity\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_02_integration_and_business_productivity/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\automating_excel_with_office_scripts.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\automation_best_practices.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\creating_office_scripts.md,changed,no,yes,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/creating_office_scripts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\endpoint_security_system_framework.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/endpoint_security_system_framework.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\how_automation_can_help_the_business.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\introduction_to_workflow_and_automation.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_advanced_protection.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/m365_advanced_protection.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_compliance_center.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_data_loss_and_data_leak_prevention.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_excel.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_power_automate.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_security_features_and_best_practices.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/m365_security_features_and_best_practices.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_sensitivity_labels.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\m365_teams.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\README.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\security_awareness_training_human_risk_layer.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/security_awareness_training_human_risk_layer.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_03_security_and_automation\windows_zero_trust_security_framework.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_03_security_and_automation/windows_zero_trust_security_framework.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes\module_04_final_project_and_assessment_the_microsoft_365_ecosystem\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes/module_04_final_project_and_assessment_the_microsoft_365_ecosystem/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\05_the_microsoft_365_ecosystem\README.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/05_the_microsoft_365_ecosystem/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/06_technical_diagnostics_and_troubleshooting_techniques/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\course_introduction_technical_diagnostics_and_troubleshooting_techniques.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\documentation_and_clear_communication.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\event_viewer_and_msinfo32.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\ideal_framework.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\introduction_to_troubleshooting.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/06_technical_diagnostics_and_troubleshooting_techniques/course_notes/introduction_to_troubleshooting.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\kepner_tregoe_method.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\root_cause_analysis_analyzing_the_problem.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\the_four_steps_of_troubleshooting.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\troubleshooting_browser_issues.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\troubleshooting_methodologies_overview.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\troubleshooting_windows_activation_and_authentication_issues.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\user_account_control.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\using_decision_matrix_and_swot_analysis.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\using_safe_mode_and_recovery_options.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/06_technical_diagnostics_and_troubleshooting_techniques/course_notes/using_safe_mode_and_recovery_options.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes\using_system_restore_and_system_file_checker.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/06_technical_diagnostics_and_troubleshooting_techniques/course_notes/using_system_restore_and_system_file_checker.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\course_notes.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/06_technical_diagnostics_and_troubleshooting_techniques/course_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\06_technical_diagnostics_and_troubleshooting_techniques\README.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\07_cloud_computing_essentials_with_azure_management\artifacts.md,changed,no,no,fixed path -> science/it_foundations/curriculum/microsoft_cloud_support_associate/07_cloud_computing_essentials_with_azure_management/artifacts.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\07_cloud_computing_essentials_with_azure_management\course_notes\azure_management_and_governance\advanced_monitoring_components_with_azure_monitor.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\science\it_foundations\curriculum\microsoft_cloud_support_associate\07_cloud_computing_essentials_with_azure_management\course_notes\azure_management_and_governance\arm_template_authoring_walkthrough.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
